Timestamp,Air Pressure 1,Air Pressure 2,Chiller 1 Supply Tmp,Chiller 2 Supply Tmp,Outside Air Temp,Outside Humidity,Outside Dewpoint
7/27/2021 6:47,113.112053,116.564789,53.452526,52.610012,64.912498,91.774994,62.449997
7/27/2021 6:52,113.196228,116.051308,52.080021,52.610012,64.799995,91.900002,62.387501
7/27/2021 6:57,113.422478,116.374214,52.642517,52.700008,65.075005,92.049995,62.700005
7/27/2021 7:02,113.02787,116.008965,53.385021,52.790009,65.387497,91.650002,62.899998
7/27/2021 7:07,112.991043,116.040726,53.205021,52.835007,65.8125,89.975006,62.762493
7/27/2021 7:12,113.190971,116.543617,52.080021,53.037502,66.249992,89.099998,62.924999
7/27/2021 7:17,113.601364,116.35305,52.822521,53.150017,66.724998,88.824997,63.349998
7/27/2021 7:22,113.222549,116.083069,53.40752,53.150017,66.812492,89.087494,63.487495
7/27/2021 7:27,113.075226,116.554207,53.250023,53.105011,66.862495,88.075005,63.212498
7/27/2021 7:32,113.406693,116.257767,52.147522,51.935009,67.112503,87.075005,63.149994
7/27/2021 7:37,112.585907,115.892509,52.912525,51.62001,67.175003,87.962502,63.450001
7/27/2021 7:42,113.396172,116.840057,53.52002,53.060009,67.162506,88.599998,63.662495
7/27/2021 7:47,113.143616,116.077766,53.295021,52.790009,67.9375,86.275009,63.6875
7/27/2021 7:52,113.280426,116.268349,52.19252,52.790009,68.449997,85.762489,64.012497
7/27/2021 7:57,113.359344,116.95652,52.890022,53.060005,69.025002,85.5,64.487503
7/27/2021 8:02,112.864769,115.680756,53.565018,53.150017,69.775002,83.6875,64.612503
7/27/2021 8:07,113.227798,116.458923,53.160023,53.150017,70.224998,83.637497,65.050003
7/27/2021 8:12,113.275146,116.644196,52.125019,52.542511,70.774994,83.362503,65.474998
7/27/2021 8:17,113.196228,116.088364,52.912525,51.552505,71.162498,82.224998,65.449997
7/27/2021 8:22,114.253799,117.072968,53.542519,52.632507,70.924995,83.962502,65.837494
7/27/2021 8:27,114.111732,117.268845,52.867523,52.700012,70.887497,84.862495,66.112495
7/27/2021 8:32,113.901268,116.638901,52.10252,52.700008,71.0625,86.175003,66.712502
7/27/2021 8:37,114.101212,116.924751,53.070026,52.902504,71.099998,84.3125,66.112495
7/27/2021 8:42,114.359032,117.533524,53.61002,53.060013,71.800003,83.449997,66.5
7/27/2021 8:47,114.02755,117.37471,52.710026,53.330009,72.224998,84.599998,67.349998
7/27/2021 8:52,114.053856,116.988289,52.395023,52.925007,72.949997,82.350006,67.237495
7/27/2021 8:57,114.511604,117.210617,53.272522,51.552505,73.837494,81.375,67.762497
7/27/2021 9:02,114.469521,117.507057,53.632519,52.18251,74.625,80.150002,68.087494
7/27/2021 9:07,114.243279,117.321777,52.462517,52.74501,75.9375,77.5625,68.437492
7/27/2021 9:12,114.053848,116.861237,52.417522,52.722507,76.424995,78.099998,69.099998
7/27/2021 9:17,114.73259,117.988762,53.272522,52.925003,75.8125,80.049995,69.25
7/27/2021 9:22,114.169609,117.088852,53.655022,53.150017,76.824997,77.862503,69.412498
7/27/2021 9:27,114.569481,118.221695,52.237522,53.127514,77.612495,77.3125,69.9375
7/27/2021 9:32,114.327461,117.00946,52.800022,52.092514,79.199997,73.824997,70.112495
7/27/2021 9:37,114.474777,117.872322,53.385021,51.575012,79.599998,74.5,70.774994
7/27/2021 9:42,114.322197,117.189438,53.49752,53.015003,78.837494,75.825005,70.537498
7/27/2021 9:47,114.122261,116.977692,52.215019,52.700008,79.537498,74.424995,70.699997
7/27/2021 9:52,114.753639,117.988777,52.890018,52.992508,80.712502,72.212494,70.925003
7/27/2021 9:57,114.385338,117.057098,53.430023,53.21751,80.737503,72.275002,70.999992
7/27/2021 10:02,114.432686,117.311188,53.520023,53.352509,82.624992,68.287498,71.099998
7/27/2021 10:07,114.932533,117.972893,52.19252,53.082504,84.674995,65.199997,71.674995
7/27/2021 10:12,114.26432,117.01474,52.935024,51.642506,86.037498,62.3125,71.625
7/27/2021 10:17,114.616837,117.258255,53.340023,52.09251,87.012497,59.287498,71.087494
7/27/2021 10:22,114.369553,118.099937,53.452522,52.992504,87.8125,58.799995,71.574997
7/27/2021 10:27,114.201172,117.062393,52.417519,52.947506,88.849998,57.037498,71.650002
7/27/2021 10:32,114.306404,117.528229,52.890026,53.195007,89.75,54.912498,71.349998
7/27/2021 10:37,114.127518,117.115318,53.407524,53.465008,90.074997,53.424995,70.849998
7/27/2021 10:42,114.40638,117.649986,53.677521,53.015007,91.362503,52.174995,71.337502
7/27/2021 10:47,114.380081,118.052299,52.642521,51.687508,91.887497,52.375,71.924995
7/27/2021 10:52,114.411644,117.618225,52.665024,52.632504,93.262505,49.162498,71.337502
7/27/2021 10:57,114.469513,117.978188,53.40752,53.262512,93.737495,48.950001,71.612503
7/27/2021 11:02,114.548439,117.983475,53.632519,53.150017,93.749992,48.487495,71.337502
7/27/2021 11:07,114.26432,117.718796,53.182518,53.240013,93.487503,48.237499,70.974998
7/27/2021 11:12,114.679977,118.062881,52.327522,53.442505,94.449997,46.087498,70.462502
7/27/2021 11:17,114.627365,118.422844,53.115025,52.137512,96.637505,42.887501,70.349998
7/27/2021 11:22,114.995659,118.136986,53.52002,51.890007,96.162498,42.749996,69.837494
7/27/2021 11:27,114.23275,116.993576,53.497524,53.577507,95.974998,43.724998,70.3125
7/27/2021 11:32,114.93779,118.417557,52.417519,53.285011,95.625,42.700001,69.324997
7/27/2021 11:37,114.748367,117.750557,53.115025,53.555004,96.800003,41.237503,69.337494
7/27/2021 11:42,114.748367,117.618225,53.610016,53.712502,96.837502,41.699997,69.700005
7/27/2021 11:47,114.206436,117.120621,53.767517,53.12751,98.287506,39.5,69.362495
7/27/2021 11:52,115.048279,118.327568,52.39502,52.025009,97.774994,41.212498,70.199997
7/27/2021 11:57,114.206436,116.871826,52.867523,53.240009,97.1875,42.162498,70.324997
7/27/2021 12:02,114.695763,118.084061,53.49752,53.735004,96.900009,42.224998,70.112495
7/27/2021 12:07,114.548447,118.200516,53.857525,53.915005,100.262497,38.675003,70.525002
7/27/2021 12:12,115.027237,118.735161,53.025024,52.8125,100.874992,38.249996,70.762497
7/27/2021 12:17,114.711555,118.2164,52.665024,52.317509,102.324997,36.474998,70.587494
7/27/2021 12:22,114.921997,118.602837,53.317524,53.510006,101.549995,36.837502,70.299995
7/27/2021 12:27,114.758896,118.269325,53.632519,53.712505,100.9375,36.862499,69.712494
7/27/2021 12:32,114.900948,117.173561,53.835022,53.802509,102.324989,35.799999,70.074997
7/27/2021 12:37,114.690491,118.290512,52.507519,52.902508,100.587502,38.487495,70.6875
7/27/2021 12:42,114.416901,117.941124,53.115025,52.857506,100.825005,37.875004,70.362495
7/27/2021 12:47,114.422165,117.962311,53.565018,54.320007,100.574997,37.212498,69.675003
7/27/2021 12:52,114.753632,117.374718,53.925018,54.297504,99.599998,37.849995,69.299995
7/27/2021 12:57,114.832558,118.528717,53.025021,53.532509,98.849998,41,70.974998
7/27/2021 13:02,114.380066,116.961815,52.597519,52.587509,100.362503,40.0625,71.662498
7/27/2021 13:07,114.427422,117.491173,53.362522,53.217514,101.324997,39.737495,72.287491
7/27/2021 13:12,115.232437,118.454605,53.835022,53.667503,101.4375,38.199997,71.174995
7/27/2021 13:17,114.506355,117.147087,53.565025,53.915005,101.5,38.600002,71.5625
7/27/2021 13:22,115.316612,118.422844,52.552521,54.095009,101.337502,39.0625,71.787498
7/27/2021 13:27,114.580002,118.08934,53.295025,54.320007,101.374992,37.987499,70.987503
7/27/2021 13:32,114.595795,117.184135,53.70002,54.072506,100.912498,38.837502,71.25
7/27/2021 13:37,115.306091,118.502251,53.947525,52.880009,101.562492,40.1875,72.824997
7/27/2021 13:42,114.353767,117.173553,52.777527,52.745007,101.649994,39.049999,72.024994
7/27/2021 13:47,115.106163,118.698112,52.980022,54.140011,102.737503,38.137497,72.3125
7/27/2021 13:52,114.280098,117.628815,53.61002,53.915009,103.762497,36.9375,72.224998
7/27/2021 13:57,114.795738,117.946419,54.015026,54.230007,102.4375,38.112499,72
7/27/2021 14:02,115.043015,118.481071,53.070023,54.162506,102.399994,37.737503,71.675003
7/27/2021 14:07,115.174561,118.121109,52.800022,53.150009,103.8125,37.0625,72.399994
7/27/2021 14:12,114.716805,118.348732,53.52002,52.745007,102.674995,36.924999,71.287498
7/27/2021 14:17,114.874649,117.438232,53.722519,54.050007,104.637497,34.674999,71.125
7/27/2021 14:22,115.321869,118.502258,53.835022,54.117508,103.687492,34.437496,70.112495
7/27/2021 14:27,114.632614,117.226501,52.48502,54.117504,104.512497,34.0625,70.5
7/27/2021 14:32,115.164032,117.782326,53.250023,52.94751,104.324989,35.700001,71.699997
7/27/2021 14:37,115.121941,118.624001,53.61002,52.835007,104.712494,33.662495,70.325005
7/27/2021 14:42,114.401108,117.157677,53.385021,53.12751,104.624992,34.362499,70.862503
7/27/2021 14:47,114.616844,117.681732,53.115025,53.555004,102.012497,36.487499,70.349998
7/27/2021 14:52,114.658936,117.25296,53.70002,53.937511,102.012497,36.237499,70.150002
7/27/2021 14:57,115.406059,118.428139,53.385021,54.117508,103.612495,35.899998,71.249992
7/27/2021 15:02,114.380074,117.395889,53.002525,53.825008,103.212486,35.625,70.712502
7/27/2021 15:07,115.074593,117.919945,53.542522,52.722511,102.562485,35.5625,70.062492
7/27/2021 15:12,114.548439,117.432953,53.565022,52.677509,102.037506,37.899998,71.512497
7/27/2021 15:17,115.274529,118.174042,52.732525,54.117508,102.487503,37.712498,71.737495
7/27/2021 15:22,114.364281,117.332375,53.40752,54.050011,102.275002,34.575001,68.974998
7/27/2021 15:27,114.685234,117.565285,53.632519,53.375008,98.049995,40.5,69.9375
7/27/2021 15:32,114.495834,117.951721,52.777527,52.497509,97.262505,44.074997,71.712494
7/27/2021 15:37,114.701019,117.739975,53.520023,53.015007,95.849998,46.112503,71.775002
7/27/2021 15:42,114.906219,118.158165,53.70002,53.150017,92.737495,49.25,70.875
7/27/2021 15:47,114.811508,117.687042,52.620018,53.285011,91.9375,50.462498,70.862503
7/27/2021 15:52,114.701019,118.131699,53.452518,53.532505,92.900002,50.337498,71.662498
7/27/2021 15:57,114.979889,117.777031,53.70002,53.667507,91.262497,50,69.987495
7/27/2021 16:02,114.427422,117.252953,52.687519,52.520004,91.737495,49.900002,70.349998
7/27/2021 16:07,115.216644,117.840553,53.362522,51.687504,92.300011,50.874996,71.449997
7/27/2021 16:12,114.78521,118.131699,53.610023,52.295006,92.837494,51.399994,72.237495
7/27/2021 16:17,114.553696,117.766441,53.272522,53.195015,92.137505,51.162502,71.487495
7/27/2021 16:22,114.211708,117.237083,52.800022,53.217514,92.912498,50.150002,71.574997
7/27/2021 16:27,114.532654,117.808777,53.430023,52.902504,92.449997,51.574997,71.987495
7/27/2021 16:32,114.779945,117.607628,53.655022,51.620007,93.375,49.162498,71.412498
7/27/2021 16:37,114.369537,117.761139,52.552521,52.182507,93.912491,46.275002,70.087494
7/27/2021 16:42,114.669449,117.782326,53.272522,53.240013,95.499992,47.087498,72.074997
7/27/2021 16:47,114.543182,117.904083,53.61002,53.03751,96.212509,44.474998,71.037498
7/27/2021 16:52,114.548439,117.559998,52.485023,51.890015,95.362495,45.512501,70.949997
7/27/2021 16:57,114.448471,117.61293,53.272522,51.935009,94.6875,46.125,70.737503
7/27/2021 17:02,114.832558,118.020531,53.677521,52.43,94.812508,47.399998,71.637505
7/27/2021 17:07,114.464249,117.522934,52.530022,52.700008,93.012505,49.312504,71.199997
7/27/2021 17:12,114.67997,118.031128,53.227524,53.037514,93.425003,50.1875,72.0625
7/27/2021 17:17,114.953575,118.046997,53.565022,53.262512,92.737511,48.837498,70.649994
7/27/2021 17:22,114.164352,117.432938,52.597523,52.655006,90.799995,53.725002,71.6875
7/27/2021 17:27,114.65892,117.957008,53.250023,51.777508,91.349998,53.487499,72.0625
7/27/2021 17:32,114.653671,117.761139,53.677521,52.092506,92.9375,52.625,73.012505
7/27/2021 17:37,114.553696,117.507057,52.732521,53.375008,92.437492,50.262501,71.224998
7/27/2021 17:42,115.100891,118.560478,53.047527,53.330006,89.974998,53.524998,70.799995
7/27/2021 17:47,114.601059,117.724091,53.565018,52.227509,89.412498,56.562496,71.924995
7/27/2021 17:52,114.506348,117.697624,53.070026,51.777508,89.487503,58.0625,72.775002
7/27/2021 17:57,114.795715,117.845848,52.980022,52.452511,90.212509,58.037498,73.424995
7/27/2021 18:02,114.343246,117.480591,53.49752,52.700008,90.012497,58.299999,73.362495
7/27/2021 18:07,114.674713,117.904068,52.957523,53.037514,91.074997,55.875,73.112495
7/27/2021 18:12,114.974625,117.798203,53.002525,53.420006,91.125,55.049995,72.724998
7/27/2021 18:17,114.316925,117.676453,53.542519,52.94751,91.199997,54.400002,72.4375
7/27/2021 18:22,114.927261,118.354027,52.957523,51.800007,90.912498,55.537498,72.762497
7/27/2021 18:27,114.722076,117.660576,52.980019,51.845009,90.087494,54.537498,71.474998
7/27/2021 18:32,114.748375,118.269333,53.49752,53.330009,89.737495,56.225002,72.037498
7/27/2021 18:37,114.632622,117.835258,53.025024,53.262512,89.424995,54.087498,70.599998
7/27/2021 18:42,114.73259,117.967598,52.890018,52.38501,89.025002,56.899994,71.737495
7/27/2021 18:47,114.900955,118.047005,53.385021,51.575005,88.912498,55.762501,71.024994
7/27/2021 18:52,114.679977,117.586464,53.295021,52.205002,88.462494,57.812496,71.674995
7/27/2021 18:57,114.327461,117.845848,52.710018,52.587513,88.949997,57.487499,72
7/27/2021 19:02,114.979881,118.200508,53.295025,52.925003,89.137497,57.762497,72.287498
7/27/2021 19:07,114.827301,117.342957,53.587521,53.262512,88.575005,56.612503,71.162498
7/27/2021 19:12,115.121941,118.248154,52.417522,53.330006,87.824997,58.549995,71.462494
7/27/2021 19:17,114.437943,117.300606,53.160023,52.205009,88.087494,59.450001,72.162498
7/27/2021 19:22,114.369545,117.713509,53.632519,51.642506,87.962502,59.725002,72.174995
7/27/2021 19:27,114.606316,117.829964,52.642517,52.722511,87.625,61.887497,72.924995
7/27/2021 19:32,114.658936,117.835258,52.980022,53.150009,87.050003,61.662498,72.25
7/27/2021 19:37,114.685234,117.311188,53.40752,53.03751,86.537506,61.900002,71.887497
7/27/2021 19:42,114.753639,117.951714,53.227524,51.845005,86.1875,63.149994,72.212494
7/27/2021 19:47,114.564224,117.739983,52.777515,51.912506,85.875,63.437496,72.012497
7/27/2021 19:52,114.669449,118.152863,53.362522,52.407509,85.925011,65.275002,72.875
7/27/2021 19:57,114.853607,118.004662,53.542522,52.745007,85.637497,65.474998,72.762489
7/27/2021 20:02,114.101212,117.200027,52.575016,53.105011,85.387505,66.524994,72.962502
7/27/2021 20:07,114.327461,117.565277,53.385021,53.487507,85.387505,67.137497,73.237495
7/27/2021 20:12,114.574745,117.771736,53.385021,52.700005,85.125,67.587502,73.187492
7/27/2021 20:17,114.359032,117.718796,52.507519,51.732506,84.774994,69.324997,73.625
7/27/2021 20:22,114.64315,117.983475,53.250023,51.755009,84.487503,71.099998,74.074997
7/27/2021 20:27,114.864128,118.089348,53.475025,53.240013,84.075005,73.037498,74.474998
7/27/2021 20:32,114.716797,117.888199,52.642521,53.172516,83.5625,73.962502,74.375
7/27/2021 20:37,114.306412,117.708206,53.430023,53.172504,83.299995,76.674995,75.212494
7/27/2021 20:42,114.585266,117.782326,53.362526,52.047508,82.337494,79.5,75.362503
7/27/2021 20:47,114.227486,117.411766,52.687527,51.82251,81.8125,80.837509,75.349998
7/27/2021 20:52,114.569481,117.676453,53.385025,53.330009,81.525002,80.787498,75.037506
7/27/2021 20:57,114.416893,117.877609,53.115021,53.262508,81.237495,80.887497,74.787498
7/27/2021 21:02,114.453728,117.554703,52.867523,52.205009,80.9375,81.5625,74.762497
7/27/2021 21:07,114.164352,117.454117,53.52002,51.710007,80.6875,81.512497,74.5
7/27/2021 21:12,114.806259,117.74527,53.070023,53.150009,80.525002,81.724998,74.425003
7/27/2021 21:17,114.364281,117.459427,53.092525,53.375008,80.4375,81,74.050003
7/27/2021 21:22,114.795731,117.771736,53.565022,52.655006,80.074997,81.225006,73.787498
7/27/2021 21:27,114.285362,117.475296,52.552521,51.620003,79.887497,81.599998,73.762497
7/27/2021 21:32,114.585266,117.808792,53.227524,52.25,79.112495,82.375,73.300003
7/27/2021 21:37,114.753632,118.10524,53.362522,52.475006,79.137497,81.887497,73.112503
7/27/2021 21:42,114.595795,117.591751,52.552521,52.790009,78.687492,83.9375,73.424995
7/27/2021 21:47,114.337982,117.5494,53.362522,53.217514,78.199997,85.375,73.4375
7/27/2021 21:52,114.590538,117.861725,53.092522,53.465004,77.849998,84.249992,72.724991
7/27/2021 21:57,114.569489,117.512352,52.890022,52.272507,77.550003,85.199997,72.762489
7/27/2021 22:02,114.20118,117.591751,53.452522,51.552505,77.612503,85.049995,72.800003
7/27/2021 22:07,114.453728,117.681747,52.395023,52.430008,77.5625,85.812508,72.987503
7/27/2021 22:12,114.64315,117.898781,53.227524,53.105011,76.949997,86.300003,72.525002
7/27/2021 22:17,114.169601,117.110031,53.205025,53.330009,76.700005,86.237495,72.262497
7/27/2021 22:22,114.074905,117.342941,52.710018,52.430008,76.849998,86.275002,72.462494
7/27/2021 22:27,114.153831,117.50177,53.362522,51.597504,76.612503,87.674995,72.674995
7/27/2021 22:32,114.343239,117.544106,52.710018,52.677505,76.162498,89.150002,72.737503
7/27/2021 22:37,114.295898,117.877609,53.182522,53.262512,76,90.324997,72.924995
7/27/2021 22:42,114.127518,117.85643,53.452526,52.790009,75.849991,89.824997,72.625
7/27/2021 22:47,114.59053,117.98877,52.507519,51.665005,75.700005,90.299995,72.637497
7/27/2021 22:52,114.653664,117.819374,53.295025,51.980007,75.299995,89.950005,72.150002
7/27/2021 22:57,114.095955,117.50705,52.732521,52.385006,74.950005,90.912491,72.087502
7/27/2021 23:02,114.316933,117.814087,53.227524,52.767506,74.987503,92.5,72.675003
7/27/2021 23:07,114.416901,117.417061,53.497524,53.082512,74.862488,89.549995,71.587494
7/27/2021 23:12,114.180138,117.44883,52.687523,53.375008,75.1875,87.862495,71.362495
7/27/2021 23:17,114.280106,117.390602,53.49752,52.94751,75.212494,88.512497,71.5625
7/27/2021 23:22,114.374817,117.586464,52.395023,51.82251,75.012497,90.474998,72.037498
7/27/2021 23:27,114.043335,117.327072,53.160027,51.777508,75.162498,90.299995,72.112503
7/27/2021 23:32,114.332718,117.634102,53.317524,53.285011,75.025002,90.400002,72.024994
7/27/2021 23:37,114.206444,117.517639,52.66502,53.217514,74.712502,89.762505,71.474998
7/27/2021 23:42,114.248543,117.554703,53.52002,52.992508,74.8125,87.237503,70.762497
7/27/2021 23:47,114.185394,117.787605,52.66502,51.732502,74.5625,88.224998,70.850006
7/27/2021 23:52,114.369553,117.665863,53.115025,52.025005,74.012497,89.5625,70.75
7/27/2021 23:57,114.08017,117.353539,53.272522,52.407505,73.699997,88.412498,70.049995
7/28/2021 0:02,114.116997,117.406471,52.777523,52.812504,73.749992,87.699997,69.875
7/28/2021 0:07,114.23275,117.522942,53.452518,53.037514,73.337502,86.875008,69.1875
7/28/2021 0:12,114.28537,117.904083,52.440022,53.375011,72.225006,90.087502,69.175003
7/28/2021 0:17,114.359016,117.787613,53.250023,53.240005,72.675003,91.199997,69.962502
7/28/2021 0:22,113.974937,117.533531,52.957523,52.070011,72.662498,91.862495,70.162498
7/28/2021 0:27,114.353767,117.951706,53.025024,51.777508,72.612503,89.687492,69.400002
7/28/2021 0:32,114.332718,117.835258,53.317524,53.037506,72.875,87.050003,68.799995
7/28/2021 0:37,114.406372,117.618217,52.620018,53.105011,73.037498,86.437492,68.737495
7/28/2021 0:42,114.480042,117.824669,53.452518,53.262512,72.474998,88.024994,68.712502
7/28/2021 0:47,114.085426,117.411774,52.462521,52.29501,72.012497,89.650002,68.8125
7/28/2021 0:52,114.106476,117.55999,53.362522,51.62001,72.337494,89.612503,69.137497
7/28/2021 0:57,114.022301,117.55999,52.710022,52.722511,72.600006,88.712502,69.049995
7/28/2021 1:02,114.337982,117.782318,53.070026,53.082512,72.887497,89.537498,69.599998
7/28/2021 1:07,114.23275,117.485878,53.362526,53.397507,72.324989,91.974998,69.862495
